,Sites,visits,bound on lambda,Epochs,true_lam,est_lam,true_p,est_p,true_avg_N,est_avg_N,true_total_N,est_total_N,N_mae,num_accepted,acceptance_rate,total_time,prop_sparsity
0,5.0,6.0,15.0,40000.0,5.0,7.165727880907786,0.25,0.2712793013345642,6.0,7.031201040034668,30.0,35.15600520017334,1.3883196106536886,2881.0,0.0960333333333333,6.15951,0.1333333333333333
1,10.0,6.0,15.0,40000.0,5.0,7.423159759259439,0.25,0.1808520809929688,5.9,7.383106103536785,59.0,73.83106103536785,1.6644521484049466,785.0,0.0261666666666666,6.08852,0.2833333333333333
2,20.0,6.0,15.0,40000.0,5.0,6.661117563410209,0.25,0.2049019503591591,5.35,6.906191873062435,107.0,138.1238374612487,1.5561918730624356,67.0,0.0022333333333333,6.05595,0.3083333333333333
3,40.0,6.0,15.0,40000.0,5.0,8.134497600117928,0.25,0.1645575098136184,5.125,7.849177472582419,205.0,313.96709890329674,2.916810560352012,33.0,0.0011,6.55024,0.2958333333333333
4,100.0,6.0,15.0,40000.0,5.0,8.313775186606673,0.25,0.163018741754234,5.08,7.7953045101503395,508.0,779.5304510150339,3.246352878429281,17.0,0.0005666666666666,8.18854,0.2933333333333333
5,20.0,6.0,6.0,40000.0,2.0,2.5639859236704092,0.25,0.1726506775145597,2.0,2.867333911130371,40.0,57.34667822260742,1.0555968532284408,13.0,0.0004333333333333,6.03054,0.6416666666666667
6,20.0,6.0,15.0,40000.0,5.0,6.661117563410209,0.25,0.2049019503591591,5.35,6.906191873062435,107.0,138.1238374612487,1.5561918730624356,67.0,0.0022333333333333,6.03953,0.3083333333333333
7,20.0,6.0,45.0,40000.0,15.0,12.627180282849045,0.25,0.2914197713600104,14.9,12.760010333677789,298.0,255.20020667355575,2.2774775825860862,21.0,0.0007,6.00805,0.025
8,20.0,6.0,90.0,40000.0,30.0,25.471197932852267,0.25,0.2767592766043741,30.0,26.292033067768926,600.0,525.8406613553785,3.841221374045801,35.0,0.0011666666666666,6.21964,0.0
9,20.0,6.0,15.0,40000.0,5.0,5.134353144272332,0.1,0.116961665461044,5.35,5.2231307710257,107.0,104.462615420514,1.0935747858261942,91.0,0.0030333333333333,6.00472,0.5666666666666667
10,20.0,6.0,15.0,40000.0,5.0,6.661117563410209,0.25,0.2049019503591591,5.35,6.906191873062435,107.0,138.1238374612487,1.5561918730624356,67.0,0.0022333333333333,6.18811,0.3083333333333333
11,20.0,6.0,15.0,40000.0,5.0,8.72652990646095,0.5,0.3045820312485121,5.35,9.147431581052702,107.0,182.94863162105403,3.7974315810527015,32.0,0.0010666666666666,6.07008,0.05
12,20.0,6.0,15.0,40000.0,5.0,8.667636060076113,0.75,0.4830445707684977,5.35,8.262783759458651,107.0,165.25567518917302,2.912783759458649,40.0,0.0013333333333333,6.08308,0.0083333333333333
13,20.0,2.0,15.0,40000.0,5.0,12.916466658689108,0.25,0.1018530039779478,5.35,12.911893729790991,107.0,258.23787459581985,7.561893729790992,196.0,0.0065333333333333,3.30045,0.225
14,20.0,6.0,15.0,40000.0,5.0,6.661117563410209,0.25,0.2049019503591591,5.35,6.906191873062435,107.0,138.1238374612487,1.5561918730624356,67.0,0.0022333333333333,6.15209,0.3083333333333333
15,20.0,12.0,15.0,40000.0,5.0,7.63758493372536,0.25,0.1608955046530114,5.35,7.951571719057301,107.0,159.03143438114603,2.7747441581386045,26.0,0.0008666666666666,10.49001,0.3125
16,20.0,20.0,15.0,40000.0,5.0,18.7381802781231,0.25,0.0705766157869165,5.35,18.692143071435712,107.0,373.84286142871423,13.342143071435714,53.0,0.0017666666666666,15.71859,0.275
