lambda,p,avg_N,total_N,total_time,prop_sparsity,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
7.720044955628165,0.18947052584894833,7.3,73,10.09982,0.2833333333333333,8,7,12,4,7,8,10,5,7,5
