,--- NEW RUN ---
Sites,5.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,4.639401327527342
true_p,0.25
est_p,0.4047781786351517
true_avg_N,6.0
est_avg_N,4.623200773359112
true_total_N,30.0
est_total_N,23.11600386679556
N_mae,1.6910230341011367
num_accepted,384.0
acceptance_rate,0.0128
total_time,11.33903
prop_sparsity,0.13333333333333333
,--- NEW RUN ---
Sites,10.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,6.087330383394349
true_p,0.25
est_p,0.22492403196955768
true_avg_N,5.9
est_avg_N,6.051111703723458
true_total_N,59.0
est_total_N,60.51111703723458
N_mae,1.3083036101203376
num_accepted,52.0
acceptance_rate,0.0017333333333333333
total_time,11.72099
prop_sparsity,0.2833333333333333
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,10.48434482287486
true_p,0.25
est_p,0.13374145069952834
true_avg_N,5.35
est_avg_N,10.661698723290776
true_total_N,107.0
est_total_N,213.23397446581552
N_mae,5.311698723290776
num_accepted,27.0
acceptance_rate,0.0009
total_time,11.45405
prop_sparsity,0.30833333333333335
,--- NEW RUN ---
Sites,40.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,11.11247370186284
true_p,0.25
est_p,0.10822302359222379
true_avg_N,5.125
est_avg_N,11.487007066902232
true_total_N,205.0
est_total_N,459.48028267608925
N_mae,6.36200706690223
num_accepted,17.0
acceptance_rate,0.0005666666666666667
total_time,11.87148
prop_sparsity,0.29583333333333334
,--- NEW RUN ---
Sites,100.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,14.850873402323279
true_p,0.25
est_p,0.0809934851253104
true_avg_N,5.08
est_avg_N,14.73264808826961
true_total_N,508.0
est_total_N,1473.264808826961
N_mae,9.673520784026133
num_accepted,12.0
acceptance_rate,0.0004
total_time,13.75121
prop_sparsity,0.29333333333333333
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,6.0
Epochs,40000.0
true_lam,2.0
est_lam,3.4998584546025038
true_p,0.25
est_p,0.12367398427941458
true_avg_N,2.0
est_avg_N,3.521157371912397
true_total_N,40.0
est_total_N,70.42314743824794
N_mae,1.7677055901863397
num_accepted,22.0
acceptance_rate,0.0007333333333333333
total_time,11.3798
prop_sparsity,0.6416666666666667
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,10.48434482287486
true_p,0.25
est_p,0.13374145069952834
true_avg_N,5.35
est_avg_N,10.661698723290776
true_total_N,107.0
est_total_N,213.23397446581552
N_mae,5.311698723290776
num_accepted,27.0
acceptance_rate,0.0009
total_time,11.37409
prop_sparsity,0.30833333333333335
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,45.0
Epochs,40000.0
true_lam,15.0
