lambda,p,avg_N,total_N,total_time,prop_sparsity,N_1,N_2,N_3,N_4,N_5
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
8.114951131893804,0.20722805573807507,7.0,35.0,6.15951,0.13333333333333333,7.0,9.0,7.0,7.0,5.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.587515326359887,0.1987111962751287,8.4,42.0,6.15951,0.13333333333333333,12.0,11.0,8.0,5.0,6.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
7.565318317794453,0.17410522947747883,8.2,41.0,6.15951,0.13333333333333333,8.0,10.0,9.0,5.0,9.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
6.945035592098599,0.2347102093668951,6.6,33.0,6.15951,0.13333333333333333,8.0,9.0,7.0,4.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.2306311009434365,0.2899139214839522,5.2,26.0,6.15951,0.13333333333333333,6.0,7.0,5.0,3.0,5.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.811876842500724,0.25411750155818236,6.4,32.0,6.15951,0.13333333333333333,7.0,8.0,7.0,4.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
7.555511338329577,0.2324761130881924,7.2,36.0,6.15951,0.13333333333333333,7.0,9.0,9.0,5.0,6.0
6.778144906689781,0.1939305325028173,6.2,31.0,6.15951,0.13333333333333333,6.0,7.0,7.0,7.0,4.0
6.778144906689781,0.1939305325028173,6.2,31.0,6.15951,0.13333333333333333,6.0,7.0,7.0,7.0,4.0
6.778144906689781,0.1939305325028173,6.2,31.0,6.15951,0.13333333333333333,6.0,7.0,7.0,7.0,4.0
6.778144906689781,0.1939305325028173,6.2,31.0,6.15951,0.13333333333333333,6.0,7.0,7.0,7.0,4.0
6.778144906689781,0.1939305325028173,6.2,31.0,6.15951,0.13333333333333333,6.0,7.0,7.0,7.0,4.0
6.778144906689781,0.1939305325028173,6.2,31.0,6.15951,0.13333333333333333,6.0,7.0,7.0,7.0,4.0
6.342782031779285,0.19890345614637522,5.8,29.0,6.15951,0.13333333333333333,4.0,8.0,4.0,8.0,5.0
6.342782031779285,0.19890345614637522,5.8,29.0,6.15951,0.13333333333333333,4.0,8.0,4.0,8.0,5.0
6.342782031779285,0.19890345614637522,5.8,29.0,6.15951,0.13333333333333333,4.0,8.0,4.0,8.0,5.0
6.342782031779285,0.19890345614637522,5.8,29.0,6.15951,0.13333333333333333,4.0,8.0,4.0,8.0,5.0
6.342782031779285,0.19890345614637522,5.8,29.0,6.15951,0.13333333333333333,4.0,8.0,4.0,8.0,5.0
5.825025605085447,0.2677134836363711,5.8,29.0,6.15951,0.13333333333333333,6.0,8.0,3.0,7.0,5.0
5.825025605085447,0.2677134836363711,5.8,29.0,6.15951,0.13333333333333333,6.0,8.0,3.0,7.0,5.0
5.825025605085447,0.2677134836363711,5.8,29.0,6.15951,0.13333333333333333,6.0,8.0,3.0,7.0,5.0
5.825025605085447,0.2677134836363711,5.8,29.0,6.15951,0.13333333333333333,6.0,8.0,3.0,7.0,5.0
6.193698046875844,0.19764534851360163,6.2,31.0,6.15951,0.13333333333333333,6.0,10.0,5.0,5.0,5.0
6.193698046875844,0.19764534851360163,6.2,31.0,6.15951,0.13333333333333333,6.0,10.0,5.0,5.0,5.0
