,--- NEW RUN ---
Sites,5.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,7.165727880907786
true_p,0.25
est_p,0.2712793013345642
true_avg_N,6.0
est_avg_N,7.031201040034668
true_total_N,30.0
est_total_N,35.15600520017334
N_mae,1.3883196106536886
num_accepted,2881.0
acceptance_rate,0.09603333333333333
total_time,6.15951
prop_sparsity,0.13333333333333333
,--- NEW RUN ---
Sites,10.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,7.423159759259439
true_p,0.25
est_p,0.1808520809929688
true_avg_N,5.9
est_avg_N,7.383106103536785
true_total_N,59.0
est_total_N,73.83106103536785
N_mae,1.6644521484049466
num_accepted,785.0
acceptance_rate,0.026166666666666668
total_time,6.08852
prop_sparsity,0.2833333333333333
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,6.661117563410209
true_p,0.25
est_p,0.20490195035915915
true_avg_N,5.35
est_avg_N,6.906191873062435
true_total_N,107.0
est_total_N,138.1238374612487
N_mae,1.5561918730624356
num_accepted,67.0
acceptance_rate,0.0022333333333333333
total_time,6.05595
prop_sparsity,0.30833333333333335
,--- NEW RUN ---
Sites,40.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,8.134497600117928
true_p,0.25
est_p,0.16455750981361844
true_avg_N,5.125
est_avg_N,7.849177472582419
true_total_N,205.0
est_total_N,313.96709890329674
N_mae,2.916810560352012
num_accepted,33.0
acceptance_rate,0.0011
total_time,6.55024
prop_sparsity,0.29583333333333334
,--- NEW RUN ---
Sites,100.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,8.313775186606673
true_p,0.25
est_p,0.16301874175423406
true_avg_N,5.08
est_avg_N,7.7953045101503395
true_total_N,508.0
est_total_N,779.5304510150339
N_mae,3.246352878429281
num_accepted,17.0
acceptance_rate,0.0005666666666666667
total_time,8.18854
prop_sparsity,0.29333333333333333
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,6.0
Epochs,40000.0
true_lam,2.0
est_lam,2.5639859236704092
true_p,0.25
est_p,0.17265067751455973
true_avg_N,2.0
est_avg_N,2.867333911130371
true_total_N,40.0
est_total_N,57.34667822260742
N_mae,1.0555968532284408
num_accepted,13.0
acceptance_rate,0.0004333333333333333
total_time,6.03054
prop_sparsity,0.6416666666666667
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,6.661117563410209
true_p,0.25
est_p,0.20490195035915915
true_avg_N,5.35
est_avg_N,6.906191873062435
true_total_N,107.0
est_total_N,138.1238374612487
N_mae,1.5561918730624356
num_accepted,67.0
acceptance_rate,0.0022333333333333333
total_time,6.03953
prop_sparsity,0.30833333333333335
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,45.0
