,--- NEW RUN ---
Sites,5.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,4.887713586687835
true_p,0.25
est_p,0.3935447688551495
true_avg_N,6.0
est_avg_N,4.672262408746958
true_total_N,30.0
est_total_N,23.36131204373479
N_mae,1.6672155738524617
num_accepted,2863.0
acceptance_rate,0.09543333333333333
total_time,25.5103
prop_sparsity,0.13333333333333333
,--- NEW RUN ---
Sites,10.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,6.541458066469602
true_p,0.25
est_p,0.21755610766401062
true_avg_N,5.9
est_avg_N,6.386556218540617
true_total_N,59.0
est_total_N,63.865562185406176
N_mae,1.2386812893763124
num_accepted,807.0
acceptance_rate,0.0269
total_time,35.69169
prop_sparsity,0.2833333333333333
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,8.970152635600023
true_p,0.25
est_p,0.15761816969610074
true_avg_N,5.35
est_avg_N,8.981992733091102
true_total_N,107.0
est_total_N,179.63985466182206
N_mae,3.631992733091103
num_accepted,71.0
acceptance_rate,0.0023666666666666667
total_time,58.3271
prop_sparsity,0.30833333333333335
,--- NEW RUN ---
Sites,40.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,7.33286051075765
true_p,0.25
est_p,0.17012751830572587
true_avg_N,5.125
est_avg_N,7.672961598719956
true_total_N,205.0
est_total_N,306.91846394879826
N_mae,2.636672889096303
num_accepted,16.0
acceptance_rate,0.0005333333333333334
total_time,104.60454
prop_sparsity,0.29583333333333334
,--- NEW RUN ---
Sites,100.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,9.373756264684241
true_p,0.25
est_p,0.1323235507125163
true_avg_N,5.08
est_avg_N,9.037675589186305
true_total_N,508.0
est_total_N,903.7675589186306
N_mae,4.2040744691489715
num_accepted,26.0
acceptance_rate,0.0008666666666666666
total_time,241.78
prop_sparsity,0.29333333333333333
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,6.0
Epochs,40000.0
true_lam,2.0
est_lam,4.50376343102463
true_p,0.25
est_p,0.099900339725126
true_avg_N,2.0
est_avg_N,4.518058935297843
true_total_N,40.0
est_total_N,90.36117870595686
N_mae,2.518058935297843
num_accepted,105.0
acceptance_rate,0.0035
total_time,55.18132
prop_sparsity,0.6416666666666667
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,15.0
Epochs,40000.0
true_lam,5.0
est_lam,8.970152635600023
true_p,0.25
est_p,0.15761816969610074
true_avg_N,5.35
est_avg_N,8.981992733091102
true_total_N,107.0
est_total_N,179.63985466182206
N_mae,3.631992733091103
num_accepted,71.0
acceptance_rate,0.0023666666666666667
total_time,58.40189
prop_sparsity,0.30833333333333335
,--- NEW RUN ---
Sites,20.0
visits,6.0
bound on lambda,45.0
Epochs,40000.0
